id;player_id;matches_played;total_wins;total_loss;mm_points;assist;death;hs;kills;is_mm;created_at_dia;created_at_horario;updated_at_dia;updated_at_horario
24;1105202;1;0;1;-1;3;9;1;4;0;01/02/2020;01:41:32;01/02/2020;01:41:32
25;734543;1;0;1;-1;2;24;7;15;0;01/02/2020;01:47:02;01/02/2020;01:47:02
26;697072;1;1;0;3;5;13;8;13;0;01/02/2020;01:56:31;01/02/2020;01:56:31
27;806434;1;1;0;3;4;23;5;16;0;01/02/2020;02:03:01;01/02/2020;02:03:01
28;876879;2;1;1;2;12;40;13;20;0;01/02/2020;02:03:03;01/02/2020;02:03:03
29;951356;2;0;2;-2;10;41;29;26;0;01/02/2020;02:07:02;01/02/2020;02:07:02
30;691757;1;0;1;-1;0;12;4;8;0;01/02/2020;02:10:31;01/02/2020;02:10:31
31;1053346;1;0;1;-1;1;21;9;15;0;01/02/2020;02:10:31;01/02/2020;02:10:31
32;399893;1;0;1;-1;5;21;2;10;0;01/02/2020;02:11:01;01/02/2020;02:11:01
33;118964;1;0;1;-1;6;20;2;8;0;01/02/2020;02:12:32;01/02/2020;02:12:32
34;24218;2;0;2;-2;10;50;16;25;0;01/02/2020;02:12:33;01/02/2020;02:12:33
35;929654;1;0;1;-1;3;20;10;12;0;01/02/2020;02:15:31;01/02/2020;02:15:31
36;725562;1;0;1;-1;1;4;0;2;0;01/02/2020;02:16:02;01/02/2020;02:16:02
37;1126728;2;0;2;-2;7;30;3;7;0;01/02/2020;02:16:02;01/02/2020;02:16:02
38;37264;2;2;0;6;13;48;17;27;0;01/02/2020;02:17:32;01/02/2020;02:17:32
39;553616;1;0;1;-1;9;24;8;13;0;01/02/2020;02:31:02;01/02/2020;02:31:02
40;604607;2;0;2;-2;2;23;9;13;0;01/02/2020;02:36:02;01/02/2020;02:36:02
41;752878;2;0;2;-2;7;36;11;21;0;01/02/2020;02:40:02;01/02/2020;02:40:02
42;247516;1;1;0;3;3;18;9;11;0;01/02/2020;02:47:02;01/02/2020;02:47:02
43;86315;2;1;1;2;10;43;14;31;0;01/02/2020;02:55:01;01/02/2020;02:55:01
44;683818;1;1;0;3;6;17;2;6;0;01/02/2020;02:56:02;01/02/2020;02:56:02
45;73515;2;1;1;2;9;22;11;12;0;01/02/2020;03:01:01;01/02/2020;03:01:01
46;387499;2;1;1;2;2;26;4;11;0;01/02/2020;03:01:01;01/02/2020;03:01:01
47;957742;2;1;1;2;12;39;16;29;0;01/02/2020;03:01:01;01/02/2020;03:01:01
48;254632;1;0;1;-1;7;24;8;13;0;01/02/2020;03:07:31;01/02/2020;03:07:31
49;1076473;1;1;0;3;4;23;8;18;0;01/02/2020;03:31:02;01/02/2020;03:31:02
50;859155;4;2;2;3;13;66;32;40;0;01/02/2020;03:40:31;01/02/2020;03:40:31
51;788326;1;1;0;3;2;18;12;13;0;01/02/2020;04:09:01;01/02/2020;04:09:01
52;322731;1;0;1;-1;4;20;8;11;0;01/02/2020;04:30:31;01/02/2020;04:30:31
53;818839;1;1;0;3;4;24;10;17;0;01/02/2020;04:38:31;01/02/2020;04:38:31
54;832857;1;0;1;-1;3;23;2;13;0;01/02/2020;05:06:01;01/02/2020;05:06:01
55;808747;1;1;0;3;7;15;12;12;0;01/02/2020;05:06:31;01/02/2020;05:06:31
56;429762;3;2;1;5;17;77;32;56;0;01/02/2020;05:20:01;01/02/2020;05:20:01
57;92926;1;0;1;-1;5;23;12;21;0;01/02/2020;06:45:32;01/02/2020;06:45:32
58;373710;1;0;1;-1;3;18;11;13;0;01/02/2020;09:33:31;01/02/2020;09:33:31
59;493906;3;2;1;5;14;56;37;49;0;01/02/2020;09:33:31;01/02/2020;09:33:31
60;233585;1;0;1;-1;3;22;8;9;0;01/02/2020;10:01:31;01/02/2020;10:01:31
61;788267;1;0;1;-1;5;18;6;12;0;01/02/2020;10:01:31;01/02/2020;10:01:31
62;646250;2;0;2;-2;10;49;19;29;0;01/02/2020;10:07:01;01/02/2020;10:07:01
63;47030;1;0;1;-1;3;11;3;9;0;01/02/2020;10:31:32;01/02/2020;10:31:32
64;1231420;1;1;0;3;3;14;10;13;0;01/02/2020;10:31:32;01/02/2020;10:31:32
65;1218315;2;1;1;2;5;37;10;21;0;01/02/2020;11:02:01;01/02/2020;11:02:01
66;1101201;1;0;1;-1;7;21;6;14;0;01/02/2020;11:14:01;01/02/2020;11:14:01
67;730548;1;1;0;3;7;22;11;15;0;01/02/2020;11:18:31;01/02/2020;11:18:31
68;1273136;2;0;2;-2;6;43;15;33;0;01/02/2020;11:24:02;01/02/2020;11:24:02
69;565283;3;0;3;-3;2;57;18;24;0;01/02/2020;11:24:32;01/02/2020;11:24:32
70;55441;1;0;1;-1;2;9;2;7;0;01/02/2020;11:25:31;01/02/2020;11:25:31
71;1169102;1;0;1;-1;7;26;3;9;0;01/02/2020;11:30:02;01/02/2020;11:30:02
72;380580;1;1;0;3;0;18;10;16;0;01/02/2020;11:46:01;01/02/2020;11:46:01
73;1009267;1;1;0;3;3;15;5;13;0;01/02/2020;11:46:01;01/02/2020;11:46:01
74;113087;2;1;1;2;9;40;11;23;0;01/02/2020;11:47:31;01/02/2020;11:47:31
75;872724;1;1;0;3;3;11;1;6;0;01/02/2020;11:57:31;01/02/2020;11:57:31
76;561900;1;1;0;3;5;11;3;11;0;01/02/2020;12:02:01;01/02/2020;12:02:01
77;533302;1;0;1;-1;4;18;5;7;0;01/02/2020;12:02:31;01/02/2020;12:02:31
78;55345;1;0;1;-1;3;14;9;17;0;01/02/2020;12:08:01;01/02/2020;12:08:01
79;141659;2;1;1;2;6;35;16;25;0;01/02/2020;12:10:01;01/02/2020;12:10:01
80;182276;1;0;1;-1;0;2;1;1;0;01/02/2020;12:17:01;01/02/2020;12:17:01
81;1243965;1;0;1;-1;1;17;3;5;0;01/02/2020;12:17:01;01/02/2020;12:17:01
82;798406;1;0;1;-1;3;16;2;7;0;01/02/2020;12:22:01;01/02/2020;12:22:01
83;715541;1;0;1;-1;1;22;3;9;0;01/02/2020;12:33:01;01/02/2020;12:33:01
84;1053687;1;0;1;-1;5;21;8;16;0;01/02/2020;12:34:31;01/02/2020;12:34:31
85;339996;1;0;0;1;4;10;4;9;0;01/02/2020;12:35:31;01/02/2020;12:35:31
86;1151290;1;0;1;-1;3;15;1;7;0;01/02/2020;12:36:32;01/02/2020;12:36:32
87;744522;1;1;0;3;2;20;4;8;0;01/02/2020;12:37:01;01/02/2020;12:37:01
88;888219;1;0;1;-1;1;8;3;7;0;01/02/2020;12:37:31;01/02/2020;12:37:31
89;217107;2;2;0;6;12;29;21;29;0;01/02/2020;12:51:02;01/02/2020;12:51:02
90;45032;2;0;2;-2;5;36;6;11;0;01/02/2020;12:57:02;01/02/2020;12:57:02
91;730270;3;1;2;1;12;59;28;35;0;01/02/2020;12:57:02;01/02/2020;12:57:02
92;44961;1;1;0;3;5;21;7;10;0;01/02/2020;13:18:01;01/02/2020;13:18:01
93;79275;2;2;0;6;11;30;14;24;0;01/02/2020;13:19:32;01/02/2020;13:19:32
94;1244042;1;1;0;3;5;16;6;10;0;01/02/2020;13:20:02;01/02/2020;13:20:02
95;926173;1;0;1;-1;4;15;11;11;0;01/02/2020;13:31:01;01/02/2020;13:31:01
96;325922;1;0;1;-1;1;8;3;4;0;01/02/2020;13:44:32;01/02/2020;13:44:32
97;373419;1;1;0;3;5;18;4;14;0;01/02/2020;13:58:31;01/02/2020;13:58:31
98;878728;1;0;1;-1;7;11;4;6;0;01/02/2020;14:10:32;01/02/2020;14:10:32
99;483789;1;1;0;3;4;15;5;13;0;01/02/2020;14:12:02;01/02/2020;14:12:02
100;455251;1;0;1;-1;5;20;5;16;0;01/02/2020;14:18:32;01/02/2020;14:18:32
101;1220687;1;0;1;-1;4;22;6;13;0;01/02/2020;14:18:32;01/02/2020;14:18:32
102;79275;1;1;0;3;3;20;8;21;0;01/02/2020;14:21:01;01/02/2020;14:21:01
103;44412;1;0;1;-1;5;20;9;12;0;01/02/2020;14:28:32;01/02/2020;14:28:32
104;1112340;1;0;1;-1;0;16;2;3;0;01/02/2020;14:32:02;01/02/2020;14:32:02
105;224549;2;2;0;6;8;35;17;27;0;01/02/2020;14:42:31;01/02/2020;14:42:31
106;521503;1;1;0;3;6;12;9;10;0;01/02/2020;15:06:02;01/02/2020;15:06:02
107;163286;1;1;0;3;4;9;8;17;0;01/02/2020;15:07:31;01/02/2020;15:07:31
108;66284;4;4;0;12;20;86;45;55;0;01/02/2020;15:09:31;01/02/2020;15:09:31
109;25828;1;1;0;3;5;10;7;14;0;01/02/2020;15:10:02;01/02/2020;15:10:02
110;500034;1;1;0;3;9;19;9;15;0;01/02/2020;15:13:01;01/02/2020;15:13:01
111;852294;2;2;0;6;7;22;13;20;0;01/02/2020;15:13:01;01/02/2020;15:13:01
112;1080859;1;0;1;-1;3;21;4;10;0;01/02/2020;15:13:01;01/02/2020;15:13:01
113;771745;5;3;2;7;25;100;53;80;0;01/02/2020;15:19:32;01/02/2020;15:19:32
114;652604;1;0;1;-1;4;7;1;5;0;01/02/2020;15:20:01;01/02/2020;15:20:01
115;800063;1;0;1;-1;3;22;8;18;0;01/02/2020;15:22:01;01/02/2020;15:22:01
116;9669;1;1;0;3;2;18;7;20;0;01/02/2020;15:25:01;01/02/2020;15:25:01
117;957972;1;0;1;-1;0;2;0;2;0;01/02/2020;15:32:31;01/02/2020;15:32:31
118;1258713;2;1;1;2;8;45;11;25;0;01/02/2020;15:32:31;01/02/2020;15:32:31
119;107982;1;1;0;3;6;15;2;7;0;01/02/2020;15:37:32;01/02/2020;15:37:32
120;636393;1;0;1;-1;3;18;2;11;0;01/02/2020;15:37:32;01/02/2020;15:37:32
121;1009083;1;1;0;3;0;4;0;0;0;01/02/2020;15:37:32;01/02/2020;15:37:32
122;25509;2;1;1;2;8;37;13;31;0;01/02/2020;15:38:31;01/02/2020;15:38:31
123;640578;1;0;1;-1;1;21;6;9;0;01/02/2020;15:40:31;01/02/2020;15:40:31
124;722878;1;0;1;-1;6;5;14;3;0;01/02/2020;15:44:02;01/02/2020;15:44:02
125;880225;2;0;2;-2;12;51;10;27;0;01/02/2020;15:44:02;01/02/2020;15:44:02
126;560871;1;1;0;3;9;16;4;13;0;01/02/2020;15:45:31;01/02/2020;15:45:31
127;563035;1;1;0;3;3;20;11;13;0;01/02/2020;15:55:31;01/02/2020;15:55:31
128;569053;1;0;1;-1;0;16;5;8;0;01/02/2020;15:56:33;01/02/2020;15:56:33
129;561265;1;0;1;-1;0;17;9;10;0;01/02/2020;15:58:31;01/02/2020;15:58:31
130;531046;1;0;1;-1;2;18;0;3;0;01/02/2020;16:10:02;01/02/2020;16:10:02
131;712807;1;0;1;-1;3;21;7;10;0;01/02/2020;16:12:03;01/02/2020;16:12:03
132;474605;1;1;0;3;4;16;5;14;0;01/02/2020;16:17:31;01/02/2020;16:17:31
133;1249330;1;0;1;-1;8;25;0;13;0;01/02/2020;16:17:31;01/02/2020;16:17:31
134;609378;3;1;2;1;13;70;24;42;0;01/02/2020;16:18:31;01/02/2020;16:18:31
135;748742;1;0;1;-1;1;11;5;14;0;01/02/2020;16:18:31;01/02/2020;16:18:31
136;623666;1;0;1;-1;4;22;5;20;0;01/02/2020;16:19:02;01/02/2020;16:19:02
137;729987;5;4;1;11;9;64;30;44;0;01/02/2020;16:21:31;01/02/2020;16:21:31
138;636583;1;1;0;3;1;20;12;18;0;01/02/2020;16:29:01;01/02/2020;16:29:01
139;1106686;1;1;0;3;5;26;3;13;0;01/02/2020;16:29:01;01/02/2020;16:29:01
140;1205943;1;1;0;3;3;21;8;8;0;01/02/2020;16:33:02;01/02/2020;16:33:02
141;144815;2;1;1;2;15;40;17;43;0;01/02/2020;16:42:32;01/02/2020;16:42:32
142;124756;1;0;1;-1;0;4;1;1;0;01/02/2020;16:45:02;01/02/2020;16:45:02
143;535335;1;1;0;3;10;17;7;14;0;01/02/2020;16:45:31;01/02/2020;16:45:31
144;499714;1;1;0;3;6;22;5;9;0;01/02/2020;16:45:32;01/02/2020;16:45:32
145;1020640;1;1;0;3;5;17;15;19;0;01/02/2020;16:45:32;01/02/2020;16:45:32
146;16502;1;0;1;-1;4;14;4;6;0;01/02/2020;16:46:32;01/02/2020;16:46:32
147;775069;1;1;0;3;2;14;7;15;0;01/02/2020;16:48:01;01/02/2020;16:48:01
148;115200;2;1;1;2;10;33;10;20;0;01/02/2020;16:52:01;01/02/2020;16:52:01
149;328723;1;1;0;2;3;11;6;10;0;01/02/2020;16:52:01;01/02/2020;16:52:01
150;260115;1;0;1;-1;2;19;14;13;0;01/02/2020;16:55:31;01/02/2020;16:55:31
151;410076;1;0;1;-1;3;10;0;3;0;01/02/2020;16:59:01;01/02/2020;16:59:01
152;100725;3;2;1;5;12;54;21;38;0;01/02/2020;17:01:02;01/02/2020;17:01:02
153;119182;1;1;0;3;3;18;6;13;0;01/02/2020;17:01:02;01/02/2020;17:01:02
154;333042;1;0;1;-1;6;22;12;13;0;01/02/2020;17:04:31;01/02/2020;17:04:31
155;399914;1;0;1;-1;5;22;8;13;0;01/02/2020;17:12:02;01/02/2020;17:12:02
156;395986;2;2;0;6;13;32;16;33;0;01/02/2020;17:16:02;01/02/2020;17:16:02
157;1160019;3;1;2;1;11;60;24;41;0;01/02/2020;17:16:02;01/02/2020;17:16:02
158;775835;1;1;0;3;4;14;3;7;0;01/02/2020;17:17:31;01/02/2020;17:17:31
159;1025052;1;1;0;3;4;16;6;13;0;01/02/2020;17:20:02;01/02/2020;17:20:02
160;623959;1;1;0;3;2;15;4;12;0;01/02/2020;17:22:02;01/02/2020;17:22:02
161;1075887;1;0;1;-1;4;33;8;17;0;01/02/2020;17:30:31;01/02/2020;17:30:31
162;133299;1;0;1;-1;5;24;3;6;0;01/02/2020;17:31:02;01/02/2020;17:31:02
163;270593;2;2;0;5;7;29;24;32;0;01/02/2020;17:31:02;01/02/2020;17:31:02
164;10878;1;0;1;-1;5;24;5;7;0;01/02/2020;17:31:32;01/02/2020;17:31:32
165;11993;1;0;1;-1;6;21;7;9;0;01/02/2020;17:31:32;01/02/2020;17:31:32
166;1121313;1;0;1;-1;6;22;9;11;0;01/02/2020;17:33:01;01/02/2020;17:33:01
167;1256002;1;0;1;-1;0;7;1;2;0;01/02/2020;17:33:02;01/02/2020;17:33:02
168;322787;1;0;1;-1;2;19;4;8;0;01/02/2020;17:33:02;01/02/2020;17:33:02
169;454024;1;1;0;3;3;17;6;14;0;01/02/2020;17:34:01;01/02/2020;17:34:01
170;677108;1;0;1;-1;2;21;4;11;0;01/02/2020;17:52:01;01/02/2020;17:52:01
171;1272137;1;0;1;-1;2;12;3;6;0;01/02/2020;17:52:01;01/02/2020;17:52:01
172;16230;2;2;0;6;7;25;12;22;0;01/02/2020;17:54:32;01/02/2020;17:54:32
173;29601;1;1;0;3;4;18;10;16;0;01/02/2020;17:57:02;01/02/2020;17:57:02
174;58776;6;4;2;10;30;130;52;80;0;01/02/2020;17:57:02;01/02/2020;17:57:02
175;1063212;3;2;1;5;14;40;10;29;0;01/02/2020;18:03:02;01/02/2020;18:03:02
176;698278;1;1;0;3;3;14;5;11;0;01/02/2020;18:04:02;01/02/2020;18:04:02
177;711255;1;0;1;-1;1;14;10;12;0;01/02/2020;18:04:02;01/02/2020;18:04:02
178;670535;1;0;1;-1;3;18;9;14;0;01/02/2020;18:08:02;01/02/2020;18:08:02
179;506212;1;1;0;3;7;17;15;17;0;01/02/2020;18:13:02;01/02/2020;18:13:02
180;59771;1;1;0;3;7;24;8;11;0;01/02/2020;18:14:31;01/02/2020;18:14:31
181;809773;1;1;0;3;3;20;10;18;0;01/02/2020;18:14:31;01/02/2020;18:14:31
182;1230745;2;1;1;2;6;32;20;25;0;01/02/2020;18:14:32;01/02/2020;18:14:32
183;976933;1;0;1;-1;3;22;4;12;0;01/02/2020;18:16:31;01/02/2020;18:16:31
184;1096973;1;0;1;-1;4;24;8;13;0;01/02/2020;18:16:31;01/02/2020;18:16:31
185;1272563;1;0;1;-1;0;26;8;16;0;01/02/2020;18:16:31;01/02/2020;18:16:31
186;161629;1;0;1;-1;1;16;6;10;0;01/02/2020;18:19:01;01/02/2020;18:19:01
187;573815;1;1;0;3;5;10;8;19;0;01/02/2020;18:19:01;01/02/2020;18:19:01
188;508402;1;1;0;3;2;6;2;5;0;01/02/2020;18:33:01;01/02/2020;18:33:01
189;1129888;1;0;1;-1;7;19;9;15;0;01/02/2020;18:39:03;01/02/2020;18:39:03
190;918215;1;0;1;-2;4;16;3;6;0;01/02/2020;18:40:31;01/02/2020;18:40:31
191;1267950;1;0;1;-1;0;2;0;1;0;01/02/2020;18:40:31;01/02/2020;18:40:31
192;699202;1;1;0;3;4;12;11;13;0;01/02/2020;18:43:32;01/02/2020;18:43:32
193;846111;1;1;0;3;7;16;3;11;0;01/02/2020;18:43:32;01/02/2020;18:43:32
194;1088795;1;1;0;3;4;17;6;7;0;01/02/2020;18:44:01;01/02/2020;18:44:01
195;826429;1;1;0;3;3;14;9;19;0;01/02/2020;18:49:01;01/02/2020;18:49:01
196;970285;2;1;1;2;9;33;10;22;0;01/02/2020;18:49:01;01/02/2020;18:49:01
197;1178056;1;0;1;-1;3;23;5;12;0;01/02/2020;18:53:32;01/02/2020;18:53:32
198;236082;1;0;1;-1;2;15;7;10;0;01/02/2020;18:56:02;01/02/2020;18:56:02
199;103477;1;0;1;-1;6;19;10;15;0;01/02/2020;18:57:02;01/02/2020;18:57:02
200;72343;2;2;0;6;12;31;15;26;0;01/02/2020;18:59:32;01/02/2020;18:59:32
201;206092;4;1;3;0;17;81;45;58;0;01/02/2020;18:59:32;01/02/2020;18:59:32
202;232572;2;1;1;2;5;26;12;20;0;01/02/2020;18:59:32;01/02/2020;18:59:32
203;271982;1;0;1;-1;0;19;7;10;0;01/02/2020;19:01:02;01/02/2020;19:01:02
204;632923;1;1;0;3;1;18;5;14;0;01/02/2020;19:04:02;01/02/2020;19:04:02
205;1061839;1;1;0;3;1;17;9;18;0;01/02/2020;19:04:02;01/02/2020;19:04:02
206;1173097;1;0;1;-1;3;20;5;12;0;01/02/2020;19:05:32;01/02/2020;19:05:32
207;763744;2;0;2;-2;6;36;12;16;0;01/02/2020;19:09:32;01/02/2020;19:09:32
208;1063365;1;0;1;-1;3;19;7;10;0;01/02/2020;19:11:02;01/02/2020;19:11:02
209;1105623;5;3;2;7;12;69;45;74;0;01/02/2020;19:11:02;01/02/2020;19:11:02
210;29548;1;1;0;3;3;18;7;13;0;01/02/2020;19:26:31;01/02/2020;19:26:31
211;68569;2;1;1;2;13;35;6;21;0;01/02/2020;19:28:02;01/02/2020;19:28:02
212;146576;1;1;0;3;2;22;6;12;0;01/02/2020;19:30:32;01/02/2020;19:30:32
213;470784;2;1;1;2;10;44;18;24;0;01/02/2020;19:30:32;01/02/2020;19:30:32
214;755202;2;0;2;-2;3;33;13;23;0;01/02/2020;19:31:02;01/02/2020;19:31:02
215;1186203;2;0;2;-2;3;19;6;8;0;01/02/2020;19:31:02;01/02/2020;19:31:02
216;1255877;1;0;1;-1;7;18;2;7;0;01/02/2020;19:31:02;01/02/2020;19:31:02
217;115519;1;1;0;3;0;24;3;14;0;01/02/2020;19:32:31;01/02/2020;19:32:31
218;576044;1;1;0;3;7;16;15;15;0;01/02/2020;19:38:02;01/02/2020;19:38:02
219;874029;1;1;0;3;5;16;8;10;0;01/02/2020;19:38:02;01/02/2020;19:38:02
220;1153015;2;0;2;-3;1;29;13;19;0;01/02/2020;19:38:02;01/02/2020;19:38:02
221;1273239;1;0;1;-1;2;12;2;5;0;01/02/2020;19:41:02;01/02/2020;19:41:02
222;18512;2;2;0;6;6;29;9;29;0;01/02/2020;19:44:31;01/02/2020;19:44:31
223;737458;2;2;0;6;17;42;18;36;0;01/02/2020;19:46:01;01/02/2020;19:46:01
224;949638;1;0;1;-1;1;20;7;14;0;01/02/2020;19:46:01;01/02/2020;19:46:01
225;867377;2;2;0;6;8;36;41;36;0;01/02/2020;19:58:31;01/02/2020;19:58:31
226;940606;1;1;0;3;3;26;17;25;0;01/02/2020;19:59:31;01/02/2020;19:59:31
227;62614;1;0;1;-1;3;24;9;12;0;01/02/2020;20:01:01;01/02/2020;20:01:01
228;926250;2;1;1;2;7;44;20;33;0;01/02/2020;20:05:31;01/02/2020;20:05:31
229;1080576;1;1;0;3;2;17;2;11;0;01/02/2020;20:06:01;01/02/2020;20:06:01
230;23973;2;1;1;2;10;42;12;19;0;01/02/2020;20:06:02;01/02/2020;20:06:02
231;623549;2;1;1;2;10;22;21;21;0;01/02/2020;20:13:32;01/02/2020;20:13:32
232;155407;1;0;1;-1;0;7;4;3;0;01/02/2020;20:14:31;01/02/2020;20:14:31
233;30436;1;1;0;3;2;9;6;9;0;01/02/2020;20:18:32;01/02/2020;20:18:32
234;314057;1;1;0;3;7;23;8;14;0;01/02/2020;20:18:32;01/02/2020;20:18:32
235;1139214;1;0;1;-1;1;9;1;4;0;01/02/2020;20:27:31;01/02/2020;20:27:31
236;863991;2;1;1;2;1;17;9;14;0;01/02/2020;20:29:32;01/02/2020;20:29:32
237;578125;1;1;0;3;7;15;4;9;0;01/02/2020;20:33:33;01/02/2020;20:33:33
238;46869;2;0;2;-2;8;44;8;20;0;01/02/2020;20:36:32;01/02/2020;20:36:32
239;126394;1;1;0;3;10;26;8;15;0;01/02/2020;20:39:31;01/02/2020;20:39:31
240;757876;1;0;1;-1;2;7;2;7;0;01/02/2020;20:47:31;01/02/2020;20:47:31
241;248581;3;1;2;1;10;54;12;27;0;01/02/2020;20:50:01;01/02/2020;20:50:01
242;1048629;2;1;1;2;8;33;13;30;0;01/02/2020;20:51:32;01/02/2020;20:51:32
243;678903;2;0;2;-2;7;40;18;27;0;01/02/2020;20:57:02;01/02/2020;20:57:02
244;337413;2;0;2;-2;6;21;7;11;0;01/02/2020;20:59:01;01/02/2020;20:59:01
245;566742;1;1;0;3;7;16;12;21;0;01/02/2020;20:59:01;01/02/2020;20:59:01
246;379474;1;1;0;3;7;23;7;19;0;01/02/2020;21:03:31;01/02/2020;21:03:31
247;858873;2;1;1;2;7;45;8;16;0;01/02/2020;21:09:31;01/02/2020;21:09:31
248;795000;1;0;1;-1;1;19;4;11;0;01/02/2020;21:12:32;01/02/2020;21:12:32
249;359460;1;0;1;-1;5;19;10;10;0;01/02/2020;21:16:32;01/02/2020;21:16:32
250;152553;2;2;0;6;7;15;15;19;0;01/02/2020;21:22:03;01/02/2020;21:22:03
251;579335;1;1;0;3;2;16;10;11;0;01/02/2020;21:27:02;01/02/2020;21:27:02
252;378038;1;0;1;-1;4;23;2;10;0;01/02/2020;21:28:02;01/02/2020;21:28:02
253;890330;1;0;1;-1;2;24;8;15;0;01/02/2020;21:30:01;01/02/2020;21:30:01
254;1260724;3;1;2;1;7;45;19;31;0;01/02/2020;21:30:01;01/02/2020;21:30:01
255;915247;1;0;1;-1;1;19;3;7;0;01/02/2020;21:35:32;01/02/2020;21:35:32
256;539803;2;2;0;6;14;38;18;28;0;01/02/2020;21:43:01;01/02/2020;21:43:01
257;727885;1;1;0;3;4;10;1;4;0;01/02/2020;21:45:01;01/02/2020;21:45:01
258;1075249;1;1;0;3;4;13;11;18;0;01/02/2020;21:45:01;01/02/2020;21:45:01
259;580242;2;1;1;2;11;40;16;25;0;01/02/2020;21:49:31;01/02/2020;21:49:31
260;424308;1;0;1;-1;3;6;2;4;0;01/02/2020;21:50:02;01/02/2020;21:50:02
261;676420;2;0;2;-2;7;31;7;11;0;01/02/2020;21:50:02;01/02/2020;21:50:02
262;807724;1;0;1;-1;9;19;6;10;0;01/02/2020;21:50:02;01/02/2020;21:50:02
263;1159765;1;0;1;-1;3;6;2;4;0;01/02/2020;21:50:02;01/02/2020;21:50:02
264;28668;1;1;0;3;0;1;1;2;0;01/02/2020;21:57:02;01/02/2020;21:57:02
265;846106;1;1;0;3;5;15;6;10;0;01/02/2020;22:03:01;01/02/2020;22:03:01
266;397930;1;0;1;-1;5;21;6;8;0;01/02/2020;22:03:31;01/02/2020;22:03:31
267;1025279;1;1;0;3;4;17;10;12;0;01/02/2020;22:03:31;01/02/2020;22:03:31
268;316678;1;1;0;3;3;9;3;3;0;01/02/2020;22:06:32;01/02/2020;22:06:32
269;648890;1;1;0;3;1;10;7;9;0;01/02/2020;22:06:32;01/02/2020;22:06:32
270;49654;1;1;0;3;5;14;4;9;0;01/02/2020;22:14:32;01/02/2020;22:14:32
271;782702;2;1;1;2;10;39;31;36;0;01/02/2020;22:15:31;01/02/2020;22:15:31
272;13256;1;0;1;-1;5;21;7;9;0;01/02/2020;22:18:02;01/02/2020;22:18:02
273;829005;5;1;4;-1;25;103;34;61;0;01/02/2020;22:19:31;01/02/2020;22:19:31
274;1098190;1;0;1;-1;2;14;1;6;0;01/02/2020;22:25:03;01/02/2020;22:25:03
275;1235726;2;0;2;-2;4;22;0;9;0;01/02/2020;22:25:03;01/02/2020;22:25:03
276;1271999;3;0;3;-4;8;59;4;18;0;01/02/2020;22:25:03;01/02/2020;22:25:03
277;70310;1;1;0;3;11;32;17;22;0;01/02/2020;22:27:01;01/02/2020;22:27:01
278;433449;7;2;5;1;25;162;31;87;0;01/02/2020;22:27:01;01/02/2020;22:27:01
